name,light_years_from_earth,plante_mass,stellar_magnitude,decovery_date 
HD 180053 b,447,2.194 Jupiters,7.93,2018
HN Pegasi b,59,21.9987 Jupiters,5.97707,2006
K2-165 b,439,2.17 Earths,11.332,2018
Kepler-257 d,2545,21.7 Earths,15.652,2014
HATS-15 b,3717,2.17 Jupiters,14.909,2016
HD 4203 c,265,2.17 Jupiters,8.7,2014
Kepler-1357 b,3313,2.18 Earths,15.322,2016
Kepler-1420 b,3439,2.18 Earths,15.894,2016
Kepler-1124 b,946,2.18 Earths,16.745,2016
Kepler-776 b,2374,2.18 Earths,15.562,2016
Kepler-787 b,1643,2.18 Earths,16.696,2016
Kepler-235 c,1396,2.18 Earths,16.567,2014
Kepler-1008 b,922,2.18 Earths,13.59,2016
Kepler-132 c,1140,2.18 Earths,11.922,2014
Kepler-1037 b,1458,2.18 Earths,14.475,2016
K2-158 c,644,2.18 Earths,11.774,2018
Kepler-109 c,1549,21.8 Earths,12.398,2014
K2-100 b,616,21.8 Earths,10.651,2016
NGC 2682 Sand 978 b,2681,2.18 Jupiters,9.814,2017
WASP-87 b,973,2.18 Jupiters,10.727,2016
HD 180053 b,447,2.194 Jupiters,7.93,2018
HN Pegasi b,59,21.9987 Jupiters,5.97707,2006
Kepler-1008 b,922,2.18 Earths,13.59,2016
Kepler-132 c,1140,2.18 Earths,11.922,2014
Kepler-1037 b,1458,2.18 Earths,14.475,2016
K2-158 c,644,2.18 Earths,11.774,2018
Kepler-109 c,1549,21.8 Earths,12.398,2014
K2-100 b,616,21.8 Earths,10.651,2016
NGC 2682 Sand 978 b,2681,2.18 Jupiters,9.814,2017
WASP-87 b,973,2.18 Jupiters,10.727,2016
HD 180053 b,447,2.194 Jupiters,7.93,2018
HN Pegasi b,59,21.9987 Jupiters,5.97707,2006
Kepler-1008 b,922,2.18 Earths,13.59,2016
Kepler-132 c,1140,2.18 Earths,11.922,2014
Kepler-1037 b,1458,2.18 Earths,14.475,2016
K2-158 c,644,2.18 Earths,11.774,2018
Kepler-109 c,1549,21.8 Earths,12.398,2014
K2-100 b,616,21.8 Earths,10.651,2016
NGC 2682 Sand 978 b,2681,2.18 Jupiters,9.814,2017
WASP-87 b,973,2.18 Jupiters,10.727,2016
HD 180053 b,447,2.194 Jupiters,7.93,2018
HN Pegasi b,59,21.9987 Jupiters,5.97707,2006
Kepler-1008 b,922,2.18 Earths,13.59,2016
Kepler-132 c,1140,2.18 Earths,11.922,2014
Kepler-1037 b,1458,2.18 Earths,14.475,2016
K2-158 c,644,2.18 Earths,11.774,2018
Kepler-109 c,1549,21.8 Earths,12.398,2014
K2-100 b,616,21.8 Earths,10.651,2016
NGC 2682 Sand 978 b,2681,2.18 Jupiters,9.814,2017
WASP-87 b,973,2.18 Jupiters,10.727,2016
HD 180053 b,447,2.194 Jupiters,7.93,2018
HN Pegasi b,59,21.9987 Jupiters,5.97707,2006
Kepler-186 c,579,2.1 Earths,15.138,2014
Kepler-150 b,2907,2.1 Earths,15.161,2014
Kepler-169 d,1326,2.1 Earths,14.424,2014
Kepler-51 b,2557,2.1 Earths,14.885,2012
Kepler-1363 b,1767,2.1 Earths,15.454,2016
Kepler-1377 b,3739,2.1 Earths,15.857,2016
Kepler-1399 b,4520,2.1 Earths,15.572,2016
Kepler-1074 b,818,2.1 Earths,15.599,2016
Kepler-826 b,2543,2.1 Earths,13.644,2016
Kepler-403 b,2741,2.1 Earths,12.818,2014
Kepler-186 c,579,2.1 Earths,15.138,2014
Kepler-150 b,2907,2.1 Earths,15.161,2014
Kepler-169 d,1326,2.1 Earths,14.424,2014
Kepler-51 b,2557,2.1 Earths,14.885,2012
Kepler-1363 b,1767,2.1 Earths,15.454,2016
Kepler-1377 b,3739,2.1 Earths,15.857,2016
Kepler-1399 b,4520,2.1 Earths,15.572,2016
Kepler-1074 b,818,2.1 Earths,15.599,2016
Kepler-826 b,2543,2.1 Earths,13.644,2016
Kepler-403 b,2741,2.1 Earths,12.818,2014
Kepler-186 c,579,2.1 Earths,15.138,2014
Kepler-150 b,2907,2.1 Earths,15.161,2014
Kepler-169 d,1326,2.1 Earths,14.424,2014
Kepler-51 b,2557,2.1 Earths,14.885,2012
Kepler-1363 b,1767,2.1 Earths,15.454,2016
Kepler-1377 b,3739,2.1 Earths,15.857,2016
Kepler-1399 b,4520,2.1 Earths,15.572,2016
Kepler-1074 b,818,2.1 Earths,15.599,2016
Kepler-826 b,2543,2.1 Earths,13.644,2016
Kepler-403 b,2741,2.1 Earths,12.818,2014
Kepler-1197 b,1588,2.1 Earths,15.346,2016
Kepler-445 d,415,2.1 Earths,18.19,2015
Kepler-466 c,1729,2.1 Earths,12.799,2016
K2-130 b,385,2.1 Earths,12.676,2017
K2-32 e,514,2.1 Earths,12.304,2019
Kepler-712 c,2846,21 Earths,16.161,2016
OGLE-2015-BLG-0966L b,10765,21 Earths,,2016
HIP 79431 b,47,2.1 Jupiters,11.394,2009
KIC 8121913 b,2307,2.1 Jupiters,12.38,2021
HD 163607 c,221,2.201 Jupiters,8,2010
HD 125390 b,501,22.16 Jupiters,8.21,2019
HD 159868 b,182,2.218 Jupiters,7.24,2006
Kepler-173 b,2718,2.21 Earths,14.357,2014
Kepler-1603 b,8848,2.21 Earths,15.397,2016
Kepler-1429 b,3960,2.21 Earths,15.053,2016
Kepler-1574 b,4515,2.21 Earths,15.188,2016
Kepler-1415 b,3404,2.21 Earths,15.937,2016
K2-72 e,217,2.21 Earths,15.37,2016
Kepler-312 b,2602,2.21 Earths,13.01,2014
Kepler-393 b,2875,2.21 Earths,13.258,2014
HD 125390 b,501,22.16 Jupiters,8.21,2019
HD 159868 b,182,2.218 Jupiters,7.24,2006
Kepler-173 b,2718,2.21 Earths,14.357,2014
Kepler-1603 b,8848,2.21 Earths,15.397,2016
Kepler-1429 b,3960,2.21 Earths,15.053,2016
Kepler-1574 b,4515,2.21 Earths,15.188,2016
Kepler-1415 b,3404,2.21 Earths,15.937,2016
K2-72 e,217,2.21 Earths,15.37,2016
Kepler-312 b,2602,2.21 Earths,13.01,2014
Kepler-393 b,2875,2.21 Earths,13.258,2014
HD 125390 b,501,22.16 Jupiters,8.21,2019
HD 159868 b,182,2.218 Jupiters,7.24,2006
Kepler-173 b,2718,2.21 Earths,14.357,2014
Kepler-1603 b,8848,2.21 Earths,15.397,2016
Kepler-1429 b,3960,2.21 Earths,15.053,2016
Kepler-1574 b,4515,2.21 Earths,15.188,2016
Kepler-1415 b,3404,2.21 Earths,15.937,2016
K2-72 e,217,2.21 Earths,15.37,2016
Kepler-312 b,2602,2.21 Earths,13.01,2014
Kepler-393 b,2875,2.21 Earths,13.258,2014
HD 125390 b,501,22.16 Jupiters,8.21,2019
HD 159868 b,182,2.218 Jupiters,7.24,2006
Kepler-173 b,2718,2.21 Earths,14.357,2014
Kepler-1603 b,8848,2.21 Earths,15.397,2016
Kepler-1429 b,3960,2.21 Earths,15.053,2016
Kepler-1574 b,4515,2.21 Earths,15.188,2016
Kepler-1415 b,3404,2.21 Earths,15.937,2016
K2-72 e,217,2.21 Earths,15.37,2016
Kepler-312 b,2602,2.21 Earths,13.01,2014
Kepler-393 b,2875,2.21 Earths,13.258,2014
Kepler-1012 b,1341,2.21 Earths,13.486,2016
Kepler-1693 b,2479,2.21 Earths,14.857,2020
Kepler-56 b,2978,22.1 Earths,12.598,2012
GJ 436 b,32,22.1 Earths,10.67,2004
HD 16417 b,83,22.1 Earths,5.78,2008
Nu Ophiuchi b,151,22.206 Jupiters,3.31216,2012
HD 216437 b,87,2.223 Jupiters,6.04,2002
HAT-P-26 b,463,22.2481 Earths,11.757,2010
HD 47186 b,122,22.2481 Earths,7.63,2008
HD 99492 b,59,22.2481 Earths,7.56727,2004
Kepler-1012 b,1341,2.21 Earths,13.486,2016
Kepler-1693 b,2479,2.21 Earths,14.857,2020
Kepler-56 b,2978,22.1 Earths,12.598,2012
GJ 436 b,32,22.1 Earths,10.67,2004
HD 16417 b,83,22.1 Earths,5.78,2008
Nu Ophiuchi b,151,22.206 Jupiters,3.31216,2012
HD 216437 b,87,2.223 Jupiters,6.04,2002
HAT-P-26 b,463,22.2481 Earths,11.757,2010
HD 47186 b,122,22.2481 Earths,7.63,2008
HD 99492 b,59,22.2481 Earths,7.56727,2004
Kepler-1012 b,1341,2.21 Earths,13.486,2016
Kepler-1693 b,2479,2.21 Earths,14.857,2020
Kepler-56 b,2978,22.1 Earths,12.598,2012
GJ 436 b,32,22.1 Earths,10.67,2004
HD 16417 b,83,22.1 Earths,5.78,2008
Nu Ophiuchi b,151,22.206 Jupiters,3.31216,2012
HD 216437 b,87,2.223 Jupiters,6.04,2002
HAT-P-26 b,463,22.2481 Earths,11.757,2010
HD 47186 b,122,22.2481 Earths,7.63,2008
HD 99492 b,59,22.2481 Earths,7.56727,2004
BD+20 594 b,585,22.2481 Earths,10.849,2016
L 98-59 c,35,2.22 Earths,11.685,2019
HD 158259 b,88,2.22 Earths,6.47915,2020
KMT-2018-BLG-1976L b,19050,2.22 Jupiters,,2021
KOI-1831 d,1636,2.23 Earths,14.222,2021
HD 4203 b,265,2.23 Jupiters,8.7,2001
HD 145457 b,441,2.23 Jupiters,6.57226,2010
Kepler-796 b,2667,2.24 Earths,13.175,2016
Kepler-1568 b,2989,2.24 Earths,14.138,2016
Kepler-1379 b,3168,2.24 Earths,16.107,2016
Kepler-19 d,713,22.5 Earths,12.035,2017
HD 73526 c,317,2.25 Jupiters,8.99,2005
HATS-24 b,1612,2.26 Jupiters,12.915,2017
CoRoT-21 b,4563,2.26 Jupiters,16.058,2012
GJ 876 b,15,2.2756 Jupiters,10.16,1998
Kepler-1623 b,2732,2.27 Earths,15.205,2016
Kepler-1436 b,8255,2.27 Earths,15.119,2016
Kepler-1441 b,3622,2.27 Earths,14.29,2016
Kepler-1575 b,4067,2.27 Earths,15.53,2016
Kepler-1254 d,2032,2.27 Earths,15.541,2016
Kepler-19 d,713,22.5 Earths,12.035,2017
HD 73526 c,317,2.25 Jupiters,8.99,2005
HATS-24 b,1612,2.26 Jupiters,12.915,2017
CoRoT-21 b,4563,2.26 Jupiters,16.058,2012
GJ 876 b,15,2.2756 Jupiters,10.16,1998
Kepler-1623 b,2732,2.27 Earths,15.205,2016
Kepler-1436 b,8255,2.27 Earths,15.119,2016
Kepler-1441 b,3622,2.27 Earths,14.29,2016
Kepler-1575 b,4067,2.27 Earths,15.53,2016
Kepler-1254 d,2032,2.27 Earths,15.541,2016
Kepler-19 d,713,22.5 Earths,12.035,2017
HD 73526 c,317,2.25 Jupiters,8.99,2005
HATS-24 b,1612,2.26 Jupiters,12.915,2017
CoRoT-21 b,4563,2.26 Jupiters,16.058,2012
GJ 876 b,15,2.2756 Jupiters,10.16,1998
Kepler-1623 b,2732,2.27 Earths,15.205,2016
Kepler-1436 b,8255,2.27 Earths,15.119,2016
Kepler-1441 b,3622,2.27 Earths,14.29,2016
Kepler-1575 b,4067,2.27 Earths,15.53,2016
Kepler-1254 d,2032,2.27 Earths,15.541,2016
Kepler-19 d,713,22.5 Earths,12.035,2017
HD 73526 c,317,2.25 Jupiters,8.99,2005
HATS-24 b,1612,2.26 Jupiters,12.915,2017
CoRoT-21 b,4563,2.26 Jupiters,16.058,2012
GJ 876 b,15,2.2756 Jupiters,10.16,1998
Kepler-1623 b,2732,2.27 Earths,15.205,2016
Kepler-1436 b,8255,2.27 Earths,15.119,2016
Kepler-1441 b,3622,2.27 Earths,14.29,2016
Kepler-1575 b,4067,2.27 Earths,15.53,2016
Kepler-1254 d,2032,2.27 Earths,15.541,2016
Kepler-19 d,713,22.5 Earths,12.035,2017
HD 73526 c,317,2.25 Jupiters,8.99,2005
HATS-24 b,1612,2.26 Jupiters,12.915,2017
CoRoT-21 b,4563,2.26 Jupiters,16.058,2012
GJ 876 b,15,2.2756 Jupiters,10.16,1998
Kepler-1623 b,2732,2.27 Earths,15.205,2016
Kepler-1436 b,8255,2.27 Earths,15.119,2016
Kepler-1441 b,3622,2.27 Earths,14.29,2016
Kepler-1575 b,4067,2.27 Earths,15.53,2016
Kepler-1254 d,2032,2.27 Earths,15.541,2016
Kepler-821 b,2005,2.27 Earths,15.153,2016
Kepler-1298 b,1775,2.27 Earths,11.388,2016
Kepler-354 c,1807,2.27 Earths,15.771,2014
Kepler-374 d,4128,2.27 Earths,14.701,2014
Kepler-90b,2767,2.27 Earths,13.883,2013
EPIC 205950854 c,796,2.27 Earths,12.365,2019
Kepler-189 c,1930,22.7 Earths,14.971,2014
GJ 143 b,53,22.7 Earths,8.08,2019
HAT-P-31 b,1122,2.27 Jupiters,11.667,2011
HR 810 b,56,2.27 Jupiters,5.4,1999
HD 145934 b,743,2.28 Jupiters,8.495,2015
Kepler-818 b,3017,22.9 Earths,15.368,2016
Kepler-1314 b,463,22.9 Earths,17.816,2016
61 Virginis d,28,22.9 Earths,4.6955,2009
HIP 48714 b,34,22.9 Earths,8.99,2020
WASP-77 A b,343,2.29 Jupiters,10.294,2012
HD 221420 b,102,22.9 Jupiters,5.82,2019
Kepler-345 c,848,2.2 Earths,14.344,2014
LTT 1445 A b,22,2.2 Earths,10.59,2019
TOI-1266 c,117,2.2 Earths,12.941,2020
Kepler-409 b,222,22 Earths,9.636,2014
HAT-P-49 b,1143,2.2 Jupiters,10.205,2014
Kepler-40 b,7519,2.2 Jupiters,14.657,2010
HD 13931 b,155,2.2 Jupiters,7.61,2009
KMT-2016-BLG-1836L b,23160,2.2 Jupiters,,2019
WISEP J121756.91+162640.2 A b,33,22 Jupiters,,2012
Kepler-448 c,1303,22 Jupiters,11.51,2017
GJ 3323 c,18,2.31 Earths,12.57,2017
Kepler-30 d,2982,23.1 Earths,15.726,2012
Kepler-678 b,5957,23.1 Earths,15.161,2016
Kepler-348 c,1862,2.33 Earths,12.676,2014
Kepler-220 e,558,2.33 Earths,13.049,2014
Kepler-393 c,2875,2.33 Earths,13.258,2014
Kepler-707 b,1930,2.33 Earths,15.022,2016
Kepler-1190 b,1117,2.33 Earths,14.665,2016
Kepler-251 b,3016,2.33 Earths,15.541,2014
Kepler-1253 b,1678,2.33 Earths,12.588,2016
Kepler-286 d,4002,2.33 Earths,15.863,2014
Kepler-1028 b,1983,2.33 Earths,14.611,2016
K2-148 b,406,2.33 Earths,13.627,2018
Kepler-348 c,1862,2.33 Earths,12.676,2014
Kepler-220 e,558,2.33 Earths,13.049,2014
Kepler-393 c,2875,2.33 Earths,13.258,2014
Kepler-707 b,1930,2.33 Earths,15.022,2016
Kepler-1190 b,1117,2.33 Earths,14.665,2016
Kepler-251 b,3016,2.33 Earths,15.541,2014
Kepler-1253 b,1678,2.33 Earths,12.588,2016
Kepler-286 d,4002,2.33 Earths,15.863,2014
Kepler-1028 b,1983,2.33 Earths,14.611,2016
K2-148 b,406,2.33 Earths,13.627,2018
Kepler-348 c,1862,2.33 Earths,12.676,2014
Kepler-220 e,558,2.33 Earths,13.049,2014
Kepler-393 c,2875,2.33 Earths,13.258,2014
Kepler-707 b,1930,2.33 Earths,15.022,2016
Kepler-1190 b,1117,2.33 Earths,14.665,2016
Kepler-251 b,3016,2.33 Earths,15.541,2014
Kepler-1253 b,1678,2.33 Earths,12.588,2016
Kepler-286 d,4002,2.33 Earths,15.863,2014
Kepler-1028 b,1983,2.33 Earths,14.611,2016
K2-148 b,406,2.33 Earths,13.627,2018
Kepler-348 c,1862,2.33 Earths,12.676,2014
Kepler-220 e,558,2.33 Earths,13.049,2014
Kepler-393 c,2875,2.33 Earths,13.258,2014
Kepler-707 b,1930,2.33 Earths,15.022,2016
Kepler-1190 b,1117,2.33 Earths,14.665,2016
Kepler-251 b,3016,2.33 Earths,15.541,2014
Kepler-1253 b,1678,2.33 Earths,12.588,2016
Kepler-286 d,4002,2.33 Earths,15.863,2014
Kepler-1028 b,1983,2.33 Earths,14.611,2016
K2-148 b,406,2.33 Earths,13.627,2018
Kepler-203 c,2294,2.36 Jupiters,14.14,2014
Kepler-562 b,3238,23.7 Earths,14.908,2016
HD 4732 b,179,2.37 Jupiters,5.9,2012
HD 4732 c,179,2.37 Jupiters,5.9,2012
TOI-1333 b,654,2.37 Jupiters,9.438,2021
MXB 1658-298 b,,23.7 Jupiters,,2017
K2-219 b,1061,2.38 Earths,12.09,2018
Kepler-495 b,2149,23.8 Earths,14.942,2016
Kepler-841 b,3259,23.8 Earths,15.791,2016
NGTS-3 A b,2427,2.38 Jupiters,14.669,2018
Kepler-203 c,2294,2.36 Jupiters,14.14,2014
Kepler-562 b,3238,23.7 Earths,14.908,2016
HD 4732 b,179,2.37 Jupiters,5.9,2012
HD 4732 c,179,2.37 Jupiters,5.9,2012
TOI-1333 b,654,2.37 Jupiters,9.438,2021
MXB 1658-298 b,,23.7 Jupiters,,2017
K2-219 b,1061,2.38 Earths,12.09,2018
Kepler-495 b,2149,23.8 Earths,14.942,2016
Kepler-841 b,3259,23.8 Earths,15.791,2016
NGTS-3 A b,2427,2.38 Jupiters,14.669,2018
Kepler-203 c,2294,2.36 Jupiters,14.14,2014
Kepler-562 b,3238,23.7 Earths,14.908,2016
HD 4732 b,179,2.37 Jupiters,5.9,2012
HD 4732 c,179,2.37 Jupiters,5.9,2012
TOI-1333 b,654,2.37 Jupiters,9.438,2021
MXB 1658-298 b,,23.7 Jupiters,,2017
K2-219 b,1061,2.38 Earths,12.09,2018
Kepler-495 b,2149,23.8 Earths,14.942,2016
Kepler-841 b,3259,23.8 Earths,15.791,2016
NGTS-3 A b,2427,2.38 Jupiters,14.669,2018
Kepler-203 c,2294,2.36 Jupiters,14.14,2014
Kepler-562 b,3238,23.7 Earths,14.908,2016
HD 4732 b,179,2.37 Jupiters,5.9,2012
HD 4732 c,179,2.37 Jupiters,5.9,2012
TOI-1333 b,654,2.37 Jupiters,9.438,2021
MXB 1658-298 b,,23.7 Jupiters,,2017
K2-219 b,1061,2.38 Earths,12.09,2018
Kepler-495 b,2149,23.8 Earths,14.942,2016
Kepler-841 b,3259,23.8 Earths,15.791,2016
NGTS-3 A b,2427,2.38 Jupiters,14.669,2018
Kepler-203 c,2294,2.36 Jupiters,14.14,2014
Kepler-562 b,3238,23.7 Earths,14.908,2016
HD 4732 b,179,2.37 Jupiters,5.9,2012
HD 4732 c,179,2.37 Jupiters,5.9,2012
TOI-1333 b,654,2.37 Jupiters,9.438,2021
MXB 1658-298 b,,23.7 Jupiters,,2017
K2-219 b,1061,2.38 Earths,12.09,2018
Kepler-495 b,2149,23.8 Earths,14.942,2016
Kepler-841 b,3259,23.8 Earths,15.791,2016
NGTS-3 A b,2427,2.38 Jupiters,14.669,2018
Kepler-203 c,2294,2.36 Jupiters,14.14,2014
Kepler-562 b,3238,23.7 Earths,14.908,2016
HD 4732 b,179,2.37 Jupiters,5.9,2012
HD 4732 c,179,2.37 Jupiters,5.9,2012
TOI-1333 b,654,2.37 Jupiters,9.438,2021
MXB 1658-298 b,,23.7 Jupiters,,2017
K2-219 b,1061,2.38 Earths,12.09,2018
Kepler-495 b,2149,23.8 Earths,14.942,2016
Kepler-841 b,3259,23.8 Earths,15.791,2016
NGTS-3 A b,2427,2.38 Jupiters,14.669,2018
Kepler-203 c,2294,2.36 Jupiters,14.14,2014
Kepler-562 b,3238,23.7 Earths,14.908,2016
HD 4732 b,179,2.37 Jupiters,5.9,2012
HD 4732 c,179,2.37 Jupiters,5.9,2012
TOI-1333 b,654,2.37 Jupiters,9.438,2021
MXB 1658-298 b,,23.7 Jupiters,,2017
K2-219 b,1061,2.38 Earths,12.09,2018
Kepler-495 b,2149,23.8 Earths,14.942,2016
Kepler-841 b,3259,23.8 Earths,15.791,2016
NGTS-3 A b,2427,2.38 Jupiters,14.669,2018
Kepler-144 c,1256,2.39 Earths,12.195,2014
Kepler-1631 b,4260,2.39 Earths,15.673,2016
Kepler-1532 b,2604,2.39 Earths,15.293,2016
Kepler-935 b,1539,2.39 Earths,15.01,2016
Kepler-301 b,2346,2.39 Earths,14.458,2014
Kepler-1114 b,1365,2.39 Earths,13.935,2016
Kepler-1244 b,3509,2.39 Earths,12.444,2016
Kepler-1265 b,1904,2.39 Earths,16.024,2016
Kepler-446 d,314,2.39 Earths,17.5041,2015
Kepler-301 c,2346,2.39 Earths,14.458,2014
Kepler-383 b,1533,2.3 Earths,15.473,2014
Kepler-217 d,3603,2.3 Earths,13.155,2016
Kepler-382 b,3051,2.3 Earths,14.907,2014
Kepler-395 c,1375,2.3 Earths,16.5919,2014
Kepler-1156 b,2255,2.3 Earths,14.262,2016
Kepler-1179 b,1354,2.3 Earths,14.214,2016
Kepler-255 d,3433,2.3 Earths,15.699,2016
Kepler-1193 b,2617,2.3 Earths,13.577,2016
Kepler-292 b,3446,2.3 Earths,16.303,2014
Kepler-299 b,3432,2.3 Earths,15.232,2014
Kepler-90 i,2767,2.3 Earths,13.883,2017
Kepler-176 c,1720,23 Earths,14.767,2014
WASP-72 b,1418,2.3 Jupiters,10.868,2012
HAT-P-11 c,123,2.3 Jupiters,9.46,2018
GJ 328 b,67,2.3 Jupiters,9.99,2013
HD 62509 b,34,2.3 Jupiters,1.12512,2006
NN Serpentis d,1683,2.3 Jupiters,16.943,2010
NY Virginis b,1775,2.3 Jupiters,13.496,2011
HD 147873 c,356,2.3 Jupiters,7.96,2016
HD 47366 b,275,2.3 Jupiters,6.11151,2016
WASP-192 b,1660,2.3 Jupiters,12.678,2019
TOI-1518 b,737,2.3 Jupiters,8.952,2021
HIP 78530 b,446,23 Jupiters,7.1691,2010
HD 108863 b,537,2.414 Jupiters,7.71,2011
HD 109271 c,182,24.154 Earths,8.04,2013
K2-190 b,524,2.41 Earths,11.138,2018
Kepler-231 c,1033,24.1 Earths,15.813,2014
Kepler-747 b,10918,24.1 Earths,15.595,2016
DMPP-1 b,204,24.27 Earths,7.98,2019
Kepler-1459 b,1486,2.42 Earths,14.893,2016
Kepler-997 b,1525,2.42 Earths,11.521,2016
Kepler-262 b,2000,2.42 Earths,14.478,2014
Kepler-295 d,5543,2.42 Earths,14.631,2014
Kepler-372 b,4873,2.42 Earths,14.928,2014
Kepler-373 b,3557,2.42 Earths,14.596,2014
Kepler-1246 b,1424,2.42 Earths,15.27,2016
Kepler-757 b,3486,2.42 Earths,15.066,2016
Kepler-1680 b,1012,2.42 Earths,13.85,2020
K2-200 b,601,2.43 Earths,12.428,2018
CoRoT-17 b,3837,2.43 Jupiters,16.29,2011
Kepler-997 b,1525,2.42 Earths,11.521,2016
Kepler-262 b,2000,2.42 Earths,14.478,2014
Kepler-295 d,5543,2.42 Earths,14.631,2014
Kepler-372 b,4873,2.42 Earths,14.928,2014
Kepler-373 b,3557,2.42 Earths,14.596,2014
Kepler-1246 b,1424,2.42 Earths,15.27,2016
Kepler-757 b,3486,2.42 Earths,15.066,2016
Kepler-1680 b,1012,2.42 Earths,13.85,2020
K2-200 b,601,2.43 Earths,12.428,2018
CoRoT-17 b,3837,2.43 Jupiters,16.29,2011
Kepler-997 b,1525,2.42 Earths,11.521,2016
Kepler-262 b,2000,2.42 Earths,14.478,2014
Kepler-295 d,5543,2.42 Earths,14.631,2014
Kepler-372 b,4873,2.42 Earths,14.928,2014
Kepler-373 b,3557,2.42 Earths,14.596,2014
Kepler-1246 b,1424,2.42 Earths,15.27,2016
Kepler-757 b,3486,2.42 Earths,15.066,2016
Kepler-1680 b,1012,2.42 Earths,13.85,2020
K2-200 b,601,2.43 Earths,12.428,2018
CoRoT-17 b,3837,2.43 Jupiters,16.29,2011
Kepler-997 b,1525,2.42 Earths,11.521,2016
Kepler-262 b,2000,2.42 Earths,14.478,2014
Kepler-295 d,5543,2.42 Earths,14.631,2014
Kepler-372 b,4873,2.42 Earths,14.928,2014
Kepler-373 b,3557,2.42 Earths,14.596,2014
Kepler-1246 b,1424,2.42 Earths,15.27,2016
Kepler-757 b,3486,2.42 Earths,15.066,2016
Kepler-1680 b,1012,2.42 Earths,13.85,2020
K2-200 b,601,2.43 Earths,12.428,2018
CoRoT-17 b,3837,2.43 Jupiters,16.29,2011
Kepler-997 b,1525,2.42 Earths,11.521,2016
Kepler-262 b,2000,2.42 Earths,14.478,2014
Kepler-295 d,5543,2.42 Earths,14.631,2014
Kepler-372 b,4873,2.42 Earths,14.928,2014
Kepler-373 b,3557,2.42 Earths,14.596,2014
Kepler-1246 b,1424,2.42 Earths,15.27,2016
Kepler-757 b,3486,2.42 Earths,15.066,2016
Kepler-1680 b,1012,2.42 Earths,13.85,2020
K2-200 b,601,2.43 Earths,12.428,2018
CoRoT-17 b,3837,2.43 Jupiters,16.29,2011
WASP-99 b,518,2.43 Jupiters,9.475,2014
WASP-3 b,754,2.43 Jupiters,10.632,2007
Kepler-432 c,2766,2.43 Jupiters,12.398,2015
HD 12661 b,123,2.43 Jupiters,7.43,2000
HD 290327 b,184,2.43 Jupiters,8.99,2009
Kepler-4 b,1592,24.472 Earths,12.285,2009
Kepler-281 c,5694,24.4 Earths,15.931,2014
WASP-140 b,384,2.44 Jupiters,11.118,2016
Kepler-1437 b,6856,2.45 Earths,15.701,2016
Kepler-901 b,828,2.45 Earths,15.85,2016
Kepler-932 b,1519,2.45 Earths,14.308,2016
Kepler-1300 b,2535,2.45 Earths,12.861,2016
Kepler-1332 b,1725,2.45 Earths,13.975,2016
Kepler-286 c,4002,2.45 Earths,15.863,2014
Kepler-240 b,2436,2.45 Earths,15.953,2014
Kepler-793 b,3215,2.45 Earths,14.742,2016
Kepler-320 c,2696,2.45 Earths,13.494,2014
K2-203 b,542,2.45 Earths,12.391,2018
K2-352 b,574,2.45 Earths,11.125,2021
K2-292 b,373,24.5 Earths,9.885,2019
Kepler-17 b,2351,2.45 Jupiters,14.314,2011
HD 154857 b,207,2.45 Jupiters,7.24,2004
2MASS J01225093-2439505 b,110,24.5 Jupiters,14.244,2013
Nu Ophiuchi c,151,24.662 Jupiters,3.31216,2012
K2-211 b,888,2.46 Earths,13.1547,2018
Kepler-83 d,1306,24.6 Earths,16.145,2014
GJ 3998 b,59,2.47 Earths,10.844,2016
HAT-P-22 b,267,2.47 Jupiters,9.763,2010
Kepler-84 d,3340,2.48 Earths,14.92,2014
Kepler-914 b,2459,2.48 Earths,13.667,2016
Kepler-923 b,3263,2.48 Earths,14.124,2016
Kepler-1315 b,1569,2.48 Earths,15.133,2016
Kepler-629 b,1214,2.48 Earths,13.481,2016
Kepler-353 c,1255,2.48 Earths,16.126,2014
Kepler-402 d,2040,2.48 Earths,13.27,2014
Kepler-1120 b,2007,2.48 Earths,15.494,2016
K2-147 b,295,2.48 Earths,14.044,2018
K2-270 b,915,2.48 Earths,13.847,2018
K2-349 b,1480,2.48 Earths,14.585,2016
Qatar-2 b,592,2.494 Jupiters,13.443,2011
K2-229 b,335,2.49 Earths,10.985,2018
WASP-161 b,1119,2.49 Jupiters,11.079,2018
Kepler-65 b,991,2.4 Earths,10.922,2012
HD 20794 c,20,2.4 Earths,4.26,2011
Kepler-226 b,3197,24 Earths,15.563,2014
HD 192310 c,29,24 Earths,5.73,2011
Kepler-539 c,1002,2.4 Jupiters,12.444,2016
HIP 74890 b,257,2.4 Jupiters,7.05,2016
Mu Leonis b,106,2.4 Jupiters,3.86648,2014
HD 29021 b,101,2.4 Jupiters,7.76,2017
K2-229 b,335,2.49 Earths,10.985,2018
WASP-161 b,1119,2.49 Jupiters,11.079,2018
Kepler-65 b,991,2.4 Earths,10.922,2012
HD 20794 c,20,2.4 Earths,4.26,2011
Kepler-226 b,3197,24 Earths,15.563,2014
HD 192310 c,29,24 Earths,5.73,2011
Kepler-539 c,1002,2.4 Jupiters,12.444,2016
HIP 74890 b,257,2.4 Jupiters,7.05,2016
Mu Leonis b,106,2.4 Jupiters,3.86648,2014
HD 29021 b,101,2.4 Jupiters,7.76,2017
